HR,SBP,DBP,MAP,CO,SV,CVP,RR,SpO2,Scenario,Alarm
106,100,64,76.0,4.26,40.2,16.0,21,93,Heart Failure,NORMAL
107,99,65,76.3,4.34,40.6,16.2,22,93,Heart Failure,NORMAL
106,98,65,76.0,4.32,40.8,16.1,22,94,Heart Failure,NORMAL
105,99,66,77.0,4.23,40.3,16.1,22,94,Heart Failure,NORMAL
105,98,67,77.3,4.23,40.3,15.9,22,94,Heart Failure,NORMAL
105,99,66,77.0,4.26,40.6,15.9,22,93,Heart Failure,NORMAL
104,98,65,76.0,4.19,40.3,16.1,23,93,Heart Failure,NORMAL
105,97,66,76.3,4.19,39.9,16.2,23,93,Heart Failure,NORMAL
104,97,66,76.3,4.14,39.8,16.3,24,92,Heart Failure,NORMAL
105,97,67,77.0,4.21,40.1,16.5,25,92,Heart Failure,NORMAL
106,96,67,76.7,4.22,39.8,16.4,24,93,Heart Failure,NORMAL
106,97,67,77.0,4.27,40.3,16.6,24,93,Heart Failure,NORMAL
105,98,66,76.7,4.26,40.6,16.6,23,93,Heart Failure,NORMAL
105,98,66,76.7,4.26,40.6,16.4,24,93,Heart Failure,NORMAL
105,99,67,77.7,4.24,40.4,16.6,23,94,Heart Failure,NORMAL
106,100,67,78.0,4.3,40.6,16.8,22,94,Heart Failure,NORMAL
107,99,66,77.0,4.38,40.9,16.9,21,94,Heart Failure,NORMAL
107,99,66,77.0,4.37,40.8,16.9,21,94,Heart Failure,NORMAL
108,100,65,76.7,4.4,40.8,17.0,20,94,Heart Failure,NORMAL
109,99,66,77.0,4.48,41.1,17.0,19,94,Heart Failure,NORMAL
110,99,65,76.3,4.53,41.2,16.9,19,94,Heart Failure,NORMAL
110,100,66,77.3,4.57,41.5,16.9,18,95,Heart Failure,NORMAL
110,100,67,78.0,4.53,41.1,16.9,17,95,Heart Failure,NORMAL
109,100,67,78.0,4.47,41.0,16.8,18,95,Heart Failure,NORMAL
109,100,68,78.7,4.51,41.3,16.7,18,96,Heart Failure,NORMAL
110,101,68,79.0,4.5,40.9,16.5,19,96,Heart Failure,NORMAL
111,101,67,78.3,4.5,40.6,16.6,20,96,Heart Failure,NORMAL
112,102,68,79.3,4.58,40.9,16.7,20,96,Heart Failure,NORMAL
111,103,68,79.7,4.56,41.1,16.7,21,96,Heart Failure,NORMAL
112,102,69,80.0,4.61,41.1,16.7,22,96,Heart Failure,NORMAL
112,103,68,79.7,4.59,40.9,16.6,23,95,Heart Failure,NORMAL
112,103,69,80.3,4.6,41.1,16.5,23,95,Heart Failure,NORMAL
111,102,70,80.7,4.53,40.9,16.6,22,96,Heart Failure,NORMAL
110,103,69,80.3,4.44,40.4,16.5,23,95,Heart Failure,NORMAL
110,104,68,80.0,4.42,40.2,16.3,23,95,Heart Failure,NORMAL
109,104,69,80.7,4.42,40.5,16.3,24,96,Heart Failure,NORMAL
109,104,68,80.0,4.45,40.8,16.2,23,97,Heart Failure,NORMAL
108,105,69,81.0,4.37,40.4,16.3,23,98,Heart Failure,NORMAL
108,106,70,82.0,4.37,40.5,16.2,22,98,Heart Failure,NORMAL
107,105,70,81.7,4.29,40.1,16.2,22,98,Heart Failure,NORMAL
106,105,70,81.7,4.2,39.6,16.3,21,98,Heart Failure,NORMAL
105,106,69,81.3,4.18,39.8,16.5,21,98,Heart Failure,NORMAL
106,107,68,81.0,4.21,39.8,16.7,21,98,Heart Failure,NORMAL
107,107,69,81.7,4.28,40.0,16.5,21,97,Heart Failure,NORMAL
108,108,69,82.0,4.29,39.7,16.6,21,97,Heart Failure,NORMAL
108,108,69,82.0,4.24,39.3,16.8,20,97,Heart Failure,NORMAL
107,109,69,82.3,4.22,39.5,16.9,19,97,Heart Failure,NORMAL
107,110,68,82.0,4.18,39.1,16.7,20,96,Heart Failure,NORMAL
106,111,68,82.3,4.13,39.0,16.7,19,96,Heart Failure,NORMAL
106,112,68,82.7,4.18,39.4,16.7,19,95,Heart Failure,NORMAL
105,111,68,82.3,4.18,39.9,16.5,20,94,Heart Failure,NORMAL
104,112,67,82.0,4.19,40.3,16.4,20,94,Heart Failure,NORMAL
103,112,67,82.0,4.17,40.4,16.5,21,94,Heart Failure,NORMAL
104,113,68,83.0,4.24,40.8,16.7,21,93,Heart Failure,NORMAL
103,112,68,82.7,4.16,40.4,16.6,20,93,Heart Failure,NORMAL
103,112,67,82.0,4.11,39.9,16.4,21,93,Heart Failure,NORMAL
102,113,68,83.0,4.12,40.4,16.4,20,93,Heart Failure,NORMAL
103,112,67,82.0,4.17,40.5,16.4,20,92,Heart Failure,NORMAL
102,111,67,81.7,4.13,40.5,16.2,19,91,Heart Failure,NORMAL
103,110,66,80.7,4.2,40.8,16.1,18,91,Heart Failure,NORMAL
104,110,66,80.7,4.24,40.8,16.3,18,91,Heart Failure,NORMAL
105,109,65,79.7,4.24,40.4,16.5,18,91,Heart Failure,NORMAL
106,108,65,79.3,4.26,40.2,16.6,19,91,Heart Failure,NORMAL
105,109,64,79.0,4.25,40.5,16.6,19,90,Heart Failure,NORMAL
104,108,65,79.3,4.23,40.7,16.7,20,90,Heart Failure,NORMAL
104,109,65,79.7,4.24,40.7,16.5,20,89,Heart Failure,LOW SAT
103,110,66,80.7,4.24,41.1,16.4,19,89,Heart Failure,LOW SAT
102,110,66,80.7,4.24,41.5,16.3,19,89,Heart Failure,LOW SAT
103,110,65,80.0,4.26,41.3,16.2,20,89,Heart Failure,LOW SAT
103,109,64,79.0,4.22,41.0,16.2,21,89,Heart Failure,LOW SAT
102,108,65,79.3,4.17,40.9,16.2,20,90,Heart Failure,NORMAL
101,109,66,80.3,4.16,41.2,16.4,20,90,Heart Failure,NORMAL
101,110,66,80.7,4.16,41.2,16.4,20,90,Heart Failure,NORMAL
102,109,66,80.3,4.25,41.6,16.5,20,90,Heart Failure,NORMAL
102,109,67,81.0,4.21,41.3,16.5,21,90,Heart Failure,NORMAL
103,108,68,81.3,4.22,41.0,16.6,20,89,Heart Failure,LOW SAT
102,109,69,82.3,4.19,41.0,16.7,20,89,Heart Failure,LOW SAT
101,110,69,82.7,4.18,41.3,16.8,20,90,Heart Failure,NORMAL
100,111,68,82.3,4.1,41.0,16.9,19,90,Heart Failure,NORMAL
99,111,67,81.7,4.05,40.9,16.8,20,91,Heart Failure,NORMAL
99,110,68,82.0,4.06,41.0,16.9,19,92,Heart Failure,NORMAL
100,109,68,81.7,4.12,41.2,17.0,19,92,Heart Failure,NORMAL
100,110,67,81.3,4.1,41.0,17.1,19,91,Heart Failure,NORMAL
101,109,67,81.0,4.18,41.4,17.0,18,91,Heart Failure,NORMAL
102,110,67,81.3,4.26,41.8,17.1,18,91,Heart Failure,NORMAL
101,110,67,81.3,4.21,41.7,17.2,17,91,Heart Failure,NORMAL
101,109,68,81.7,4.22,41.8,17.4,17,91,Heart Failure,NORMAL
102,108,69,82.0,4.26,41.8,17.5,18,91,Heart Failure,NORMAL
101,107,70,82.3,4.19,41.5,17.5,19,92,Heart Failure,NORMAL
100,107,70,82.3,4.16,41.6,17.4,20,92,Heart Failure,NORMAL
99,106,70,82.0,4.11,41.5,17.3,19,92,Heart Failure,NORMAL
100,107,70,82.3,4.13,41.3,17.2,19,92,Heart Failure,NORMAL
99,108,69,82.0,4.08,41.2,17.2,19,91,Heart Failure,NORMAL
100,109,69,82.3,4.14,41.4,17.0,18,91,Heart Failure,NORMAL
99,110,68,82.0,4.09,41.3,17.1,17,91,Heart Failure,NORMAL
100,110,67,81.3,4.09,40.9,17.2,17,92,Heart Failure,NORMAL
99,109,67,81.0,4.01,40.5,17.1,18,92,Heart Failure,NORMAL
100,110,67,81.3,4.07,40.7,17.0,19,92,Heart Failure,NORMAL
101,110,66,80.7,4.15,41.1,17.1,18,91,Heart Failure,NORMAL
101,110,67,81.3,4.11,40.7,17.2,19,91,Heart Failure,NORMAL
101,110,68,82.0,4.12,40.8,17.4,18,90,Heart Failure,NORMAL
101,109,67,81.0,4.11,40.7,17.4,17,90,Heart Failure,NORMAL
101,110,66,80.7,4.12,40.8,17.2,17,89,Heart Failure,LOW SAT
100,110,67,81.3,4.06,40.6,17.4,16,88,Heart Failure,LOW SAT
101,109,68,81.7,4.13,40.9,17.5,16,88,Heart Failure,LOW SAT
100,109,69,82.3,4.07,40.7,17.3,16,88,Heart Failure,LOW SAT
99,109,68,81.7,4.07,41.2,17.2,17,88,Heart Failure,LOW SAT
100,108,68,81.3,4.11,41.1,17.2,17,88,Heart Failure,LOW SAT
100,107,69,81.7,4.12,41.2,17.3,17,88,Heart Failure,LOW SAT
100,106,68,80.7,4.16,41.6,17.4,16,87,Heart Failure,LOW SAT
101,107,69,81.7,4.23,41.9,17.4,16,86,Heart Failure,LOW SAT
100,107,69,81.7,4.22,42.2,17.5,16,87,Heart Failure,LOW SAT
99,106,68,80.7,4.22,42.6,17.7,16,86,Heart Failure,LOW SAT
100,107,68,81.0,4.29,42.9,17.6,17,86,Heart Failure,LOW SAT
100,106,67,80.0,4.29,42.9,17.5,17,87,Heart Failure,LOW SAT
99,107,68,81.0,4.22,42.6,17.6,17,87,Heart Failure,LOW SAT
99,108,68,81.3,4.17,42.2,17.6,17,87,Heart Failure,LOW SAT
100,109,68,81.7,4.2,42.0,17.6,17,87,Heart Failure,LOW SAT
99,110,69,82.7,4.18,42.2,17.8,17,87,Heart Failure,LOW SAT
99,111,69,83.0,4.2,42.4,17.7,16,87,Heart Failure,LOW SAT
98,112,69,83.3,4.13,42.2,17.7,15,87,Heart Failure,LOW SAT
97,111,70,83.7,4.06,41.8,17.9,14,88,Heart Failure,LOW SAT
96,111,69,83.0,3.99,41.6,18.1,15,89,Heart Failure,LOW SAT
96,111,69,83.0,3.96,41.3,18.0,15,89,Heart Failure,LOW SAT
95,111,70,83.7,3.93,41.4,18.1,16,89,Heart Failure,LOW SAT
95,110,70,83.3,3.9,41.0,18.0,15,89,Heart Failure,LOW SAT
94,111,70,83.7,3.88,41.3,18.2,16,88,Heart Failure,LOW SAT
94,110,69,82.7,3.86,41.0,18.2,15,87,Heart Failure,LOW SAT
93,109,68,81.7,3.85,41.4,18.1,14,87,Heart Failure,LOW SAT
92,110,67,81.3,3.81,41.4,18.1,13,87,Heart Failure,LOW SAT
92,111,66,81.0,3.83,41.7,18.2,13,87,Heart Failure,LOW SAT
93,112,65,80.7,3.84,41.3,18.0,13,87,Heart Failure,LOW SAT
92,113,66,81.7,3.76,40.9,17.9,12,87,Heart Failure,LOW SAT
92,114,67,82.7,3.73,40.6,17.8,13,87,Heart Failure,LOW SAT
93,113,66,81.7,3.74,40.2,17.8,12,87,Heart Failure,LOW SAT
92,113,66,81.7,3.67,39.9,17.8,12,87,Heart Failure,LOW SAT
93,112,66,81.3,3.76,40.4,17.8,11,87,Heart Failure,LOW SAT
93,113,67,82.3,3.78,40.7,17.7,10,87,Heart Failure,LOW SAT
92,113,68,83.0,3.78,41.1,17.8,11,88,Heart Failure,LOW SAT
93,114,67,82.7,3.83,41.2,17.7,11,87,Heart Failure,LOW SAT
93,114,66,82.0,3.78,40.7,17.8,10,88,Heart Failure,LOW SAT
94,113,66,81.7,3.79,40.3,17.6,9,88,Heart Failure,LOW SAT
94,114,67,82.7,3.83,40.8,17.5,10,88,Heart Failure,LOW SAT
94,114,68,83.3,3.81,40.5,17.4,9,87,Heart Failure,LOW SAT
94,114,67,82.7,3.82,40.6,17.6,9,87,Heart Failure,LOW SAT
93,113,66,81.7,3.76,40.4,17.4,10,87,Heart Failure,LOW SAT
94,112,67,82.0,3.81,40.5,17.2,10,87,Heart Failure,LOW SAT
95,113,67,82.3,3.84,40.4,17.4,11,87,Heart Failure,LOW SAT
96,112,66,81.3,3.87,40.3,17.4,12,87,Heart Failure,LOW SAT
96,111,67,81.7,3.91,40.8,17.4,11,87,Heart Failure,LOW SAT
96,110,67,81.3,3.87,40.4,17.5,10,87,Heart Failure,LOW SAT
95,110,66,80.7,3.83,40.3,17.5,9,86,Heart Failure,LOW SAT
94,109,66,80.3,3.83,40.7,17.3,10,86,Heart Failure,LOW SAT
95,108,67,80.7,3.88,40.9,17.2,9,85,Heart Failure,LOW SAT
95,108,66,80.0,3.85,40.5,17.2,8,85,Heart Failure,LOW SAT
94,107,66,79.7,3.84,40.8,17.2,7,85,Heart Failure,LOW SAT
95,107,66,79.7,3.89,41.0,17.2,7,85,Heart Failure,LOW SAT
94,107,65,79.0,3.81,40.5,17.2,7,86,Heart Failure,LOW SAT
95,108,66,80.0,3.87,40.7,17.2,8,85,Heart Failure,LOW SAT
94,109,65,79.7,3.84,40.8,17.0,8,85,Heart Failure,LOW SAT
93,110,65,80.0,3.75,40.4,16.9,7,84,Heart Failure,LOW SAT
93,109,64,79.0,3.77,40.6,16.8,8,84,Heart Failure,LOW SAT
93,109,63,78.3,3.8,40.9,16.9,9,84,Heart Failure,LOW SAT
92,108,64,78.7,3.81,41.4,17.0,9,84,Heart Failure,LOW SAT
92,107,65,79.0,3.84,41.8,17.2,8,84,Heart Failure,LOW SAT
92,108,66,80.0,3.82,41.5,17.1,9,83,Heart Failure,LOW SAT
92,107,67,80.3,3.83,41.6,16.9,8,84,Heart Failure,LOW SAT
92,108,66,80.0,3.87,42.1,16.8,8,83,Heart Failure,LOW SAT
91,107,66,79.7,3.83,42.0,16.8,8,83,Heart Failure,LOW SAT
90,106,65,78.7,3.75,41.6,16.9,7,82,Heart Failure,LOW SAT
90,105,64,77.7,3.73,41.4,16.8,8,83,Heart Failure,LOW SAT
90,106,63,77.3,3.7,41.1,17.0,9,84,Heart Failure,LOW SAT
90,106,64,78.0,3.66,40.7,17.0,10,84,Heart Failure,LOW SAT
90,106,65,78.7,3.63,40.4,16.9,9,84,Heart Failure,LOW SAT
89,105,65,78.3,3.59,40.3,17.1,10,83,Heart Failure,LOW SAT
89,105,66,79.0,3.55,39.9,17.2,10,83,Heart Failure,LOW SAT
89,106,66,79.3,3.58,40.2,17.3,11,83,Heart Failure,LOW SAT
88,105,65,78.3,3.58,40.7,17.3,10,83,Heart Failure,LOW SAT
88,106,64,78.0,3.57,40.5,17.2,9,83,Heart Failure,LOW SAT
89,105,64,77.7,3.64,40.9,17.2,8,84,Heart Failure,LOW SAT
88,105,64,77.7,3.59,40.8,17.4,8,84,Heart Failure,LOW SAT
89,105,64,77.7,3.63,40.8,17.5,8,84,Heart Failure,LOW SAT
90,106,63,77.3,3.71,41.2,17.7,7,84,Heart Failure,LOW SAT
89,106,63,77.3,3.66,41.1,17.6,8,84,Heart Failure,LOW SAT
88,107,62,77.0,3.63,41.3,17.4,8,84,Heart Failure,LOW SAT
87,107,61,76.3,3.59,41.2,17.3,9,84,Heart Failure,LOW SAT
86,108,60,76.0,3.53,41.0,17.4,8,84,Heart Failure,LOW SAT
87,107,60,75.7,3.6,41.4,17.3,8,85,Heart Failure,LOW SAT
87,107,60,75.7,3.64,41.9,17.2,7,84,Heart Failure,LOW SAT
88,107,60,75.7,3.64,41.4,17.0,7,84,Heart Failure,LOW SAT
88,107,59,75.0,3.6,40.9,17.0,8,84,Heart Failure,LOW SAT
88,108,60,76.0,3.59,40.8,16.9,9,85,Heart Failure,LOW SAT
88,108,61,76.7,3.63,41.3,16.9,10,85,Heart Failure,LOW SAT
89,108,62,77.3,3.67,41.3,17.1,10,85,Heart Failure,LOW SAT
88,109,61,77.0,3.6,40.9,17.2,11,86,Heart Failure,LOW SAT
88,108,62,77.3,3.62,41.1,17.0,10,86,Heart Failure,LOW SAT
88,108,62,77.3,3.6,40.9,17.0,9,85,Heart Failure,LOW SAT
89,109,61,77.0,3.65,41.0,17.0,10,85,Heart Failure,LOW SAT
88,110,62,78.0,3.62,41.1,17.2,11,85,Heart Failure,LOW SAT
88,111,62,78.3,3.63,41.3,17.0,11,84,Heart Failure,LOW SAT
87,112,63,79.3,3.62,41.6,16.9,12,83,Heart Failure,LOW SAT
87,113,64,80.3,3.59,41.3,16.8,11,83,Heart Failure,LOW SAT
76,120,80,93.3,5.35,70.4,8.0,15,99,Healthy,NORMAL
77,120,79,92.7,5.42,70.4,7.8,16,100,Healthy,NORMAL
78,121,78,92.3,5.52,70.8,7.9,15,100,Healthy,NORMAL
79,122,77,92.0,5.61,71.0,7.8,15,99,Healthy,NORMAL
78,121,76,91.0,5.55,71.2,7.9,16,98,Healthy,NORMAL
77,121,76,91.0,5.45,70.8,8.1,15,99,Healthy,NORMAL
78,120,77,91.3,5.54,71.1,8.3,16,99,Healthy,NORMAL
79,120,78,92.0,5.64,71.4,8.5,16,99,Healthy,NORMAL
79,119,79,92.3,5.63,71.2,8.4,17,99,Healthy,NORMAL
79,119,78,91.7,5.61,71.0,8.4,16,99,Healthy,NORMAL
80,120,77,91.3,5.67,70.8,8.5,15,100,Healthy,NORMAL
80,121,77,91.7,5.66,70.7,8.6,14,100,Healthy,NORMAL
79,121,77,91.7,5.57,70.5,8.7,13,100,Healthy,NORMAL
80,121,77,91.7,5.66,70.7,8.8,14,100,Healthy,NORMAL
81,121,77,91.7,5.75,71.0,8.8,13,100,Healthy,NORMAL
82,122,77,92.0,5.8,70.7,8.7,12,100,Healthy,NORMAL
81,121,78,92.3,5.72,70.6,8.8,11,100,Healthy,NORMAL
80,120,78,92.0,5.68,70.9,8.8,10,99,Healthy,NORMAL
81,119,79,92.3,5.73,70.7,8.9,11,99,Healthy,NORMAL
80,119,80,93.0,5.67,70.9,9.1,12,99,Healthy,NORMAL
81,120,80,93.3,5.74,70.8,8.9,11,98,Healthy,NORMAL
82,121,81,94.3,5.78,70.5,8.7,11,98,Healthy,NORMAL
81,121,81,94.3,5.74,70.9,8.7,12,98,Healthy,NORMAL
82,121,80,93.7,5.78,70.4,8.8,12,98,Healthy,NORMAL
82,121,79,93.0,5.81,70.9,8.9,11,98,Healthy,NORMAL
83,122,80,94.0,5.85,70.5,8.8,12,97,Healthy,NORMAL
84,122,81,94.7,5.96,70.9,9.0,11,97,Healthy,NORMAL
85,121,81,94.3,6.01,70.7,9.0,10,98,Healthy,NORMAL
85,122,82,95.3,6.0,70.6,8.9,11,98,Healthy,NORMAL
84,123,82,95.7,5.95,70.8,8.9,11,97,Healthy,NORMAL
83,123,83,96.3,5.9,71.1,9.0,10,97,Healthy,NORMAL
84,124,84,97.3,5.93,70.6,9.1,11,97,Healthy,NORMAL
85,123,83,96.3,6.02,70.9,9.0,12,97,Healthy,NORMAL
85,122,82,95.3,6.05,71.2,9.1,13,98,Healthy,NORMAL
86,121,83,95.7,6.11,71.1,9.1,12,97,Healthy,NORMAL
85,122,82,95.3,6.07,71.4,9.1,11,97,Healthy,NORMAL
84,123,83,96.3,6.03,71.8,9.2,10,96,Healthy,NORMAL
84,123,84,97.0,6.01,71.5,9.1,10,97,Healthy,NORMAL
85,124,83,96.7,6.05,71.2,9.2,9,97,Healthy,NORMAL
85,125,83,97.0,6.09,71.6,9.2,10,96,Healthy,NORMAL
86,125,83,97.0,6.12,71.2,9.2,9,96,Healthy,NORMAL
86,125,82,96.3,6.13,71.3,9.1,9,97,Healthy,NORMAL
86,126,83,97.3,6.12,71.2,9.1,10,96,Healthy,NORMAL
87,127,83,97.7,6.15,70.7,9.2,11,96,Healthy,NORMAL
88,127,82,97.0,6.25,71.0,9.1,10,95,Healthy,NORMAL
89,126,83,97.3,6.31,70.9,9.1,10,95,Healthy,NORMAL
89,125,84,97.7,6.29,70.6,8.9,10,94,Healthy,NORMAL
88,126,84,98.0,6.22,70.7,9.0,9,94,Healthy,NORMAL
89,126,84,98.0,6.29,70.7,9.0,9,94,Healthy,NORMAL
89,125,84,97.7,6.31,71.0,8.8,8,94,Healthy,NORMAL
89,125,83,97.0,6.28,70.5,8.8,9,94,Healthy,NORMAL
89,126,83,97.3,6.25,70.2,8.8,8,94,Healthy,NORMAL
88,125,84,97.7,6.14,69.8,9.0,8,93,Healthy,NORMAL
88,124,84,97.3,6.19,70.3,8.8,8,92,Healthy,NORMAL
89,125,83,97.0,6.29,70.6,8.8,9,91,Healthy,NORMAL
90,125,83,97.0,6.37,70.8,8.6,9,91,Healthy,NORMAL
91,125,84,97.7,6.46,71.0,8.6,8,91,Healthy,NORMAL
90,124,83,96.7,6.42,71.3,8.6,9,91,Healthy,NORMAL
90,124,82,96.0,6.44,71.5,8.5,10,91,Healthy,NORMAL
90,125,82,96.3,6.45,71.7,8.7,9,91,Healthy,NORMAL
90,125,81,95.7,6.43,71.4,8.8,10,91,Healthy,NORMAL
90,126,81,96.0,6.42,71.3,8.6,10,91,Healthy,NORMAL
90,126,81,96.0,6.39,71.0,8.8,11,90,Healthy,NORMAL
90,127,82,97.0,6.38,70.9,8.9,11,90,Healthy,NORMAL
90,126,82,96.7,6.4,71.1,8.9,12,90,Healthy,NORMAL
91,126,83,97.3,6.44,70.7,9.0,13,90,Healthy,NORMAL
91,126,83,97.3,6.41,70.5,9.1,12,91,Healthy,NORMAL
92,127,82,97.0,6.46,70.2,9.1,11,92,Healthy,NORMAL
91,127,81,96.3,6.35,69.8,9.1,11,92,Healthy,NORMAL
90,128,82,97.3,6.27,69.7,9.2,11,91,Healthy,NORMAL
90,129,82,97.7,6.23,69.2,9.3,10,92,Healthy,NORMAL
90,128,82,97.3,6.24,69.4,9.4,10,91,Healthy,NORMAL
89,128,83,98.0,6.22,69.8,9.2,11,91,Healthy,NORMAL
88,127,83,97.7,6.12,69.6,9.0,11,90,Healthy,NORMAL
87,126,84,98.0,6.07,69.8,9.1,11,90,Healthy,NORMAL
87,125,84,97.7,6.06,69.7,9.2,12,89,Healthy,LOW SAT
86,126,83,97.3,6.0,69.7,9.4,11,89,Healthy,LOW SAT
87,126,82,96.7,6.03,69.3,9.5,11,88,Healthy,LOW SAT
88,125,82,96.3,6.12,69.5,9.6,11,89,Healthy,LOW SAT
88,125,82,96.3,6.11,69.4,9.4,11,89,Healthy,LOW SAT
87,126,82,96.7,6.05,69.5,9.6,10,89,Healthy,LOW SAT
86,126,81,96.0,5.96,69.4,9.8,11,89,Healthy,LOW SAT
85,125,81,95.7,5.92,69.6,9.8,12,89,Healthy,LOW SAT
85,126,80,95.3,5.95,70.0,9.7,12,90,Healthy,NORMAL
84,125,79,94.3,5.84,69.6,9.8,12,89,Healthy,LOW SAT
85,126,79,94.7,5.88,69.2,9.8,13,89,Healthy,LOW SAT
84,126,79,94.7,5.77,68.7,9.9,12,89,Healthy,LOW SAT
83,125,80,95.0,5.66,68.2,9.8,11,88,Healthy,LOW SAT
82,126,79,94.7,5.59,68.1,10.0,11,88,Healthy,LOW SAT
81,125,78,93.7,5.53,68.3,10.0,10,88,Healthy,LOW SAT
80,125,77,93.0,5.45,68.1,10.1,11,88,Healthy,LOW SAT
80,125,76,92.3,5.46,68.2,10.0,10,88,Healthy,LOW SAT
81,126,75,92.0,5.49,67.8,10.1,10,88,Healthy,LOW SAT
80,126,76,92.7,5.4,67.5,10.2,9,87,Healthy,LOW SAT
81,127,75,92.3,5.45,67.2,10.1,9,86,Healthy,LOW SAT
82,126,76,92.7,5.53,67.5,10.3,8,86,Healthy,LOW SAT
81,125,77,93.0,5.46,67.4,10.1,7,86,Healthy,LOW SAT
80,125,76,92.3,5.39,67.4,9.9,7,86,Healthy,LOW SAT
80,125,76,92.3,5.42,67.8,10.1,7,86,Healthy,LOW SAT
80,125,77,93.0,5.41,67.6,10.3,7,86,Healthy,LOW SAT
79,124,76,92.0,5.36,67.9,10.3,6,86,Healthy,LOW SAT
80,125,75,91.7,5.46,68.2,10.4,6,86,Healthy,LOW SAT
80,126,74,91.3,5.47,68.4,10.4,5,86,Healthy,LOW SAT
79,127,74,91.7,5.39,68.2,10.5,6,86,Healthy,LOW SAT
79,128,74,92.0,5.42,68.6,10.4,6,85,Healthy,LOW SAT
79,128,75,92.7,5.44,68.9,10.2,7,85,Healthy,LOW SAT
78,128,75,92.7,5.38,69.0,10.2,6,85,Healthy,LOW SAT
78,129,74,92.3,5.4,69.2,10.3,7,85,Healthy,LOW SAT
79,128,75,92.7,5.48,69.3,10.3,6,85,Healthy,LOW SAT
80,128,76,93.3,5.56,69.6,10.4,5,85,Healthy,LOW SAT
81,129,76,93.7,5.67,70.1,10.6,4,85,Healthy,LOW SAT
81,129,76,93.7,5.69,70.3,10.7,3,85,Healthy,LOW SAT
80,130,77,94.7,5.63,70.4,10.9,4,85,Healthy,LOW SAT
81,129,78,95.0,5.7,70.4,10.8,3,85,Healthy,LOW SAT
80,130,78,95.3,5.63,70.4,10.8,4,85,Healthy,LOW SAT
80,131,78,95.7,5.61,70.2,10.9,3,85,Healthy,LOW SAT
79,130,78,95.3,5.54,70.1,10.8,2,85,Healthy,LOW SAT
80,129,78,95.0,5.64,70.5,11.0,2,85,Healthy,LOW SAT
80,128,77,94.0,5.62,70.3,10.9,3,85,Healthy,LOW SAT
80,128,78,94.7,5.65,70.6,11.1,4,85,Healthy,LOW SAT
81,128,78,94.7,5.74,70.8,11.2,5,85,Healthy,LOW SAT
80,127,78,94.3,5.67,70.8,11.4,6,86,Healthy,LOW SAT
79,128,77,94.0,5.58,70.7,11.6,5,85,Healthy,LOW SAT
78,127,78,94.3,5.52,70.8,11.7,6,85,Healthy,LOW SAT
77,126,79,94.7,5.49,71.3,11.5,7,85,Healthy,LOW SAT
77,125,80,95.0,5.48,71.1,11.5,6,85,Healthy,LOW SAT
78,125,81,95.7,5.53,70.9,11.6,5,85,Healthy,LOW SAT
78,126,82,96.7,5.54,71.1,11.4,5,84,Healthy,LOW SAT
79,126,83,97.3,5.62,71.2,11.4,6,84,Healthy,LOW SAT
80,126,83,97.3,5.7,71.3,11.5,7,85,Healthy,LOW SAT
79,125,83,97.0,5.67,71.8,11.4,7,85,Healthy,LOW SAT
78,124,82,96.0,5.62,72.1,11.3,8,85,Healthy,LOW SAT
79,123,82,95.7,5.69,72.0,11.2,7,86,Healthy,LOW SAT
80,122,81,94.7,5.72,71.5,11.3,8,85,Healthy,LOW SAT
81,123,82,95.7,5.76,71.1,11.1,7,85,Healthy,LOW SAT
80,122,81,94.7,5.72,71.6,11.3,8,86,Healthy,LOW SAT
81,123,80,94.3,5.8,71.6,11.2,9,86,Healthy,LOW SAT
82,122,79,93.3,5.89,71.9,11.3,8,86,Healthy,LOW SAT
82,121,79,93.0,5.9,72.0,11.2,8,86,Healthy,LOW SAT
82,120,79,92.7,5.88,71.7,11.4,8,86,Healthy,LOW SAT
82,120,79,92.7,5.85,71.4,11.6,7,86,Healthy,LOW SAT
83,120,80,93.3,5.88,70.9,11.7,7,86,Healthy,LOW SAT
83,119,81,93.7,5.89,70.9,11.8,7,85,Healthy,LOW SAT
82,119,82,94.3,5.82,71.0,11.9,7,85,Healthy,LOW SAT
82,119,82,94.3,5.84,71.2,12.0,6,85,Healthy,LOW SAT
81,118,81,93.3,5.77,71.2,12.1,7,86,Healthy,LOW SAT
81,118,82,94.0,5.78,71.4,11.9,8,87,Healthy,LOW SAT
81,119,81,93.7,5.76,71.1,12.0,7,87,Healthy,LOW SAT
82,118,81,93.3,5.8,70.7,12.2,7,87,Healthy,LOW SAT
81,118,80,92.7,5.73,70.8,12.0,8,88,Healthy,LOW SAT
80,117,79,91.7,5.68,71.0,12.1,7,88,Healthy,LOW SAT
81,118,80,92.7,5.78,71.3,12.0,8,88,Healthy,LOW SAT
80,118,81,93.3,5.75,71.8,12.0,8,89,Healthy,LOW SAT
74,121,79,93.0,5.15,69.6,7.9,15,99,Healthy,NORMAL
73,121,79,93.0,5.07,69.4,7.8,14,99,Healthy,NORMAL
72,121,78,92.3,4.99,69.3,7.6,14,100,Healthy,NORMAL
73,121,79,93.0,5.04,69.0,7.5,14,100,Healthy,NORMAL
74,121,79,93.0,5.11,69.0,7.5,15,100,Healthy,NORMAL
73,122,79,93.3,5.02,68.8,7.4,16,100,Healthy,NORMAL
